1.000000000000000000e+00,1.000000000000000000e+00
5.010050251256281673e-01,2.492500000000000000e+02
5.015931578064732888e-01,1.574210526315789593e+02
5.037049511620074194e-01,6.797727272727273373e+01
5.030272452068617062e-01,8.308333333333332860e+01
5.009211187405794297e-01,2.719090909090909349e+02
5.010050251256281673e-01,2.492500000000000000e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.008372404554588542e-01,2.991000000000000227e+02
5.012569130216188995e-01,1.994000000000000057e+02
5.008372404554588542e-01,2.991000000000000227e+02
5.027735753908220140e-01,9.063636363636364024e+01
5.008372404554588542e-01,2.991000000000000227e+02
5.107581967213115082e-01,2.373809523809523725e+01
5.066915127901067128e-01,3.786075949367088356e+01
5.047249409382382757e-01,5.341071428571428470e+01
5.048953409858203401e-01,5.156896551724138078e+01
5.015090543259557165e-01,1.661666666666666572e+02
5.140941904434513932e-01,1.823780487804878092e+01
5.010889596247277700e-01,2.300769230769230660e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.133001544534065985e-01,1.929677419354838719e+01
5.016772895001677668e-01,1.495500000000000114e+02
5.021826729348556340e-01,1.150384615384615330e+02
5.148906868652091129e-01,1.728901734104046284e+01
5.014249790444258448e-01,1.759411764705882320e+02
5.020983716635890604e-01,1.196400000000000006e+02
5.033658700774149564e-01,7.477500000000000568e+01
5.031965006729475220e-01,7.871052631578947967e+01
5.014249790444258448e-01,1.759411764705882320e+02
5.020983716635890604e-01,1.196400000000000006e+02
5.012569130216188995e-01,1.994000000000000057e+02
5.010889596247277700e-01,2.300769230769230660e+02
5.037049511620074194e-01,6.797727272727273373e+01
5.081549439347604613e-01,3.115625000000000000e+01
5.022670025188916698e-01,1.107777777777777715e+02
5.010050251256281673e-01,2.492500000000000000e+02
5.123329907502569558e-01,2.077083333333333215e+01
5.011729222520107108e-01,2.136428571428571388e+02
5.027735753908220140e-01,9.063636363636364024e+01
5.012569130216188995e-01,1.994000000000000057e+02
5.044695564176083780e-01,5.643396226415094219e+01
5.011729222520107108e-01,2.136428571428571388e+02
5.010050251256281673e-01,2.492500000000000000e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.118945747047749517e-01,2.151798561151079170e+01
5.010050251256281673e-01,2.492500000000000000e+02
5.008372404554588542e-01,2.991000000000000227e+02
5.083276682528892199e-01,3.052040816326530503e+01
5.031118587047939128e-01,8.083783783783783861e+01
5.172056026283935459e-01,1.503015075376884369e+01
5.013409319477036830e-01,1.869375000000000000e+02
5.013409319477036830e-01,1.869375000000000000e+02
5.013409319477036830e-01,1.869375000000000000e+02
5.042994436014163195e-01,5.864705882352941302e+01
5.053218449062341078e-01,4.747619047619047450e+01
5.015931578064732888e-01,1.574210526315789593e+02
5.010050251256281673e-01,2.492500000000000000e+02
5.037897928246589663e-01,6.646666666666666856e+01
5.010889596247277700e-01,2.300769230769230660e+02
5.012569130216188995e-01,1.994000000000000057e+02
5.063484002031487519e-01,3.988000000000000256e+01
5.008372404554588542e-01,2.991000000000000227e+02
5.039595619208087074e-01,6.363829787234042357e+01
5.012569130216188995e-01,1.994000000000000057e+02
5.060913705583756084e-01,4.154166666666666430e+01
5.020983716635890604e-01,1.196400000000000006e+02
5.021826729348556340e-01,1.150384615384615330e+02
5.038746630727762854e-01,6.502173913043478137e+01
5.070350906933378532e-01,3.603614457831325524e+01
5.012569130216188995e-01,1.994000000000000057e+02
5.012569130216188995e-01,1.994000000000000057e+02
5.015931578064732888e-01,1.574210526315789593e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.053218449062341078e-01,4.747619047619047450e+01
5.010889596247277700e-01,2.300769230769230660e+02
5.034505975425012103e-01,7.295121951219512368e+01
5.112820512820512864e-01,2.265909090909091006e+01
5.010050251256281673e-01,2.492500000000000000e+02
5.020983716635890604e-01,1.196400000000000006e+02
5.010050251256281673e-01,2.492500000000000000e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.018456375838926675e-01,1.359545454545454675e+02
5.026046042681902026e-01,9.648387096774193594e+01
5.015090543259557165e-01,1.661666666666666572e+02
5.013409319477036830e-01,1.869375000000000000e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.133001544534065985e-01,1.929677419354838719e+01
5.049805841634307235e-01,5.069491525423728717e+01
5.031118587047939128e-01,8.083783783783783861e+01
5.133882595262615478e-01,1.917307692307692335e+01
5.008372404554588542e-01,2.991000000000000227e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.011729222520107108e-01,2.136428571428571388e+02
5.046397840391428913e-01,5.438181818181818272e+01
5.011729222520107108e-01,2.136428571428571388e+02
5.015090543259557165e-01,1.661666666666666572e+02
5.015090543259557165e-01,1.661666666666666572e+02
5.010889596247277700e-01,2.300769230769230660e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.178324099722991791e-01,1.451941747572815622e+01
5.119821978774392601e-01,2.136428571428571388e+01
5.015090543259557165e-01,1.661666666666666572e+02
5.016772895001677668e-01,1.495500000000000114e+02
5.022670025188916698e-01,1.107777777777777715e+02
5.144478844169246834e-01,1.780357142857142705e+01
5.010050251256281673e-01,2.492500000000000000e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.252897787144362729e-01,1.038541666666666607e+01
5.017614494212380150e-01,1.424285714285714164e+02
5.078098471986417506e-01,3.251086956521739069e+01
5.073791348600509288e-01,3.437931034482758719e+01
5.014249790444258448e-01,1.759411764705882320e+02
5.013409319477036830e-01,1.869375000000000000e+02
5.049805841634307235e-01,5.069491525423728717e+01
5.021826729348556340e-01,1.150384615384615330e+02
5.177427730656050109e-01,1.459024390243902403e+01
5.015090543259557165e-01,1.661666666666666572e+02
5.015090543259557165e-01,1.661666666666666572e+02
5.013409319477036830e-01,1.869375000000000000e+02
5.039595619208087074e-01,6.363829787234042357e+01
5.014249790444258448e-01,1.759411764705882320e+02
5.054072321730314066e-01,4.673437500000000000e+01
5.010050251256281673e-01,2.492500000000000000e+02
5.008372404554588542e-01,2.991000000000000227e+02
5.022670025188916698e-01,1.107777777777777715e+02
5.010050251256281673e-01,2.492500000000000000e+02
5.017614494212380150e-01,1.424285714285714164e+02
5.042994436014163195e-01,5.864705882352941302e+01
5.012569130216188995e-01,1.994000000000000057e+02
5.008372404554588542e-01,2.991000000000000227e+02
5.016772895001677668e-01,1.495500000000000114e+02
5.010050251256281673e-01,2.492500000000000000e+02
5.008372404554588542e-01,2.991000000000000227e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.017614494212380150e-01,1.424285714285714164e+02
5.013409319477036830e-01,1.869375000000000000e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.011729222520107108e-01,2.136428571428571388e+02
5.050658561296859084e-01,4.985000000000000142e+01
5.030272452068617062e-01,8.308333333333332860e+01
5.008372404554588542e-01,2.991000000000000227e+02
5.022670025188916698e-01,1.107777777777777715e+02
5.008372404554588542e-01,2.991000000000000227e+02
5.190005205622071349e-01,1.365753424657534332e+01
5.047249409382382757e-01,5.341071428571428470e+01
5.026046042681902026e-01,9.648387096774193594e+01
5.009211187405794297e-01,2.719090909090909349e+02
5.041294454744648101e-01,6.104081632653061007e+01
5.008372404554588542e-01,2.991000000000000227e+02
5.131240349974266479e-01,1.954901960784313886e+01
5.010050251256281673e-01,2.492500000000000000e+02
5.305072720822986421e-01,8.694767441860465240e+00
5.016772895001677668e-01,1.495500000000000114e+02
5.038746630727762854e-01,6.502173913043478137e+01
5.149793388429751984e-01,1.718965517241379359e+01
5.015931578064732888e-01,1.574210526315789593e+02
5.011729222520107108e-01,2.136428571428571388e+02
5.018456375838926675e-01,1.359545454545454675e+02
5.008372404554588542e-01,2.991000000000000227e+02
5.010050251256281673e-01,2.492500000000000000e+02
5.012569130216188995e-01,1.994000000000000057e+02
5.037049511620074194e-01,6.797727272727273373e+01
5.054072321730314066e-01,4.673437500000000000e+01
5.009211187405794297e-01,2.719090909090909349e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.030272452068617062e-01,8.308333333333332860e+01
5.020140986908357972e-01,1.246250000000000000e+02
5.010050251256281673e-01,2.492500000000000000e+02
5.008372404554588542e-01,2.991000000000000227e+02
5.184607384295372157e-01,1.404225352112676006e+01
5.008372404554588542e-01,2.991000000000000227e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.026890756302521135e-01,9.346875000000000000e+01
5.009211187405794297e-01,2.719090909090909349e+02
5.190905935439084073e-01,1.359545454545454568e+01
5.012569130216188995e-01,1.994000000000000057e+02
5.032811711256941489e-01,7.669230769230769340e+01
5.104095563139932068e-01,2.451639344262295239e+01
5.019298540023493516e-01,1.300434782608695627e+02
5.011729222520107108e-01,2.136428571428571388e+02
5.008372404554588542e-01,2.991000000000000227e+02
5.031965006729475220e-01,7.871052631578947967e+01
5.021826729348556340e-01,1.150384615384615330e+02
5.018456375838926675e-01,1.359545454545454675e+02
5.021826729348556340e-01,1.150384615384615330e+02
5.012569130216188995e-01,1.994000000000000057e+02
5.181912681912681506e-01,1.424285714285714199e+01
5.032811711256941489e-01,7.669230769230769340e+01
5.015090543259557165e-01,1.661666666666666572e+02
5.011729222520107108e-01,2.136428571428571388e+02
5.015931578064732888e-01,1.574210526315789593e+02
5.010050251256281673e-01,2.492500000000000000e+02
5.318278805120910668e-01,8.354748603351955794e+00
5.011729222520107108e-01,2.136428571428571388e+02
5.059201623815967608e-01,4.272857142857142776e+01
5.119821978774392601e-01,2.136428571428571388e+01
5.011729222520107108e-01,2.136428571428571388e+02
5.160455486542443460e-01,1.608064516129032384e+01
5.011729222520107108e-01,2.136428571428571388e+02
5.164019337016574340e-01,1.574210526315789416e+01
5.008372404554588542e-01,2.991000000000000227e+02
5.039595619208087074e-01,6.363829787234042357e+01
5.037049511620074194e-01,6.797727272727273373e+01
5.022670025188916698e-01,1.107777777777777715e+02
5.009211187405794297e-01,2.719090909090909349e+02
5.054926483015040883e-01,4.601538461538461888e+01
5.017614494212380150e-01,1.424285714285714164e+02
5.027735753908220140e-01,9.063636363636364024e+01
5.012569130216188995e-01,1.994000000000000057e+02
5.030272452068617062e-01,8.308333333333332860e+01
5.030272452068617062e-01,8.308333333333332860e+01
5.014249790444258448e-01,1.759411764705882320e+02
5.013409319477036830e-01,1.869375000000000000e+02
5.016772895001677668e-01,1.495500000000000114e+02
5.024357466823450302e-01,1.031379310344827616e+02
5.018456375838926675e-01,1.359545454545454675e+02
5.083276682528892199e-01,3.052040816326530503e+01
